Bankrupt?, Operating Gross Margin, Operating Profit Rate, Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Cash Flow Per Share, Revenue Per Share (Yuan ¥), Net profit before tax/Paid-in capital, Revenue per person, Working Capital to Total Assets, Cash/Total Assets, Cash/Current Liability, Inventory/Working Capital, Inventory/Current Liability, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Cash Flow to Total Assets, Net Income to Total Assets
0,0.600577985,0.998967008,0.000113786,917000000,0.467198443,0.000709071,0,0.32231025,0.025711995,0.167860644,0.026118121,0.791909627,0.074169857,0.005663643,0.277413791,0.009413662,0.930763203,0.00221748,0.024483556,0.656022847,0.794157853
0,0.604685856,0.999052975,9370000000,0,0.478766681,0.000910091,0,0.32386645,0.01858826,0.177920217,0.02594774,0.802390919,0.021194017,0.004008796,0.277183958,0.013916766,0.940251658,0.002569822,0.011941507,0.622834522,0.819715357
0,0.621773159,0.999096883,0.000323782,79800000,0.472093472,0.000479048,0.258730641,0.325564123,0.023821408,0.179828067,0.027695607,0.791990661,0.003766824,0.000371908,0.27734538,0.010294698,0.93354091,0.002289993,0.055381895,0.642851149,0.815418714
0,0.606523588,0.998996472,0.000179815,849000000,0.462196053,0.000523052,0.029456423,0.317924595,0.003478682,0.175167785,0.015014027,0.752032218,0.052866701,0.007164914,0.279968047,0.004334233,0.942018219,0.002551771,0.007678609,0.642257054,0.810421135
0,0.618450828,0.999118837,0.000248734,0,0.470061985,0.000637064,0.217430914,0.323159086,0.02575737,0.188288968,0.016403507,0.816363502,0.013907171,0.001639336,0.277289061,0.016538628,0.948858907,0.002360951,0.040018486,0.639850773,0.826642041
0,0.598343879,0.998988615,5630000000,119000000,0.46844317,0.000619062,0.09555623,0.327191059,0.052981835,0.175062213,0.104918996,0.766580251,0.012801285,0.000774571,0.278048746,0.00709887,0.935009282,0.002318045,0.0200028,0.643642036,0.806263915
0,0.63625881,0.999041651,0.00061137,0,0.465163601,0.000550055,0.441643891,0.319905213,0.020055356,0.173531408,0.004873463,0.809073201,0.093503139,0.009000166,0.277320828,0.013225565,0.933563971,0.002242858,0.087295963,0.652471662,0.802551849
0,0.622176739,0.999065454,0.000363099,1040000000,0.488241363,0,0.261058812,0.322946877,0.012266134,0.17520549,0.018295316,0.789153248,0.031924086,0.013033331,0.277067799,0.009948232,0.93976514,0.002293048,0.023529483,0.626864079,0.804639012
0,0.607446057,0.999029981,0.000160966,1190000000,0.470644087,0.000775078,0.208928029,0.327084954,0.037872257,0.180665108,0.025891926,0.847345862,0.139413215,0.010744401,0.277122025,0.00744539,0.937920805,0.002322076,0.033490378,0.682822774,0.814011883
0,0.618933683,0.999058637,0.000316613,0,0.470652475,0.000753075,0.005567365,0.329631464,0.032502987,0.176494985,0.006359884,0.764144883,0.038272303,0.00260549,0.277744385,0.004858957,0.936223802,0.00226913,0.056786552,0.644473458,0.808976427
0,0.6095072,0.999052397,0.00017172,0,0.464264446,0.000645065,0.417653609,0.329383886,0.032654234,0.172860267,0.014417696,0.734030367,0.20786639,0.007405721,0.276574664,0.001586651,0.938561233,0.002245935,0.02305698,0.649228568,0.798103629
0,0.602956226,0.999024781,94100000,0,0.464603306,0.000762076,0.306913655,0.328252104,0.062328902,0.177309404,0.028565134,0.745811316,0.017860839,0.000643438,0.273255485,0.004215829,0.933883562,0.002274344,0.02884647,0.643445729,0.803444645
0,0.611762925,0.998925064,0.000335924,1240000000,0.466873003,0.000739074,0,0.320435736,0.007698474,0.159678757,0.009130032,0.752991982,0.014953766,0.001762148,0.279715691,0.005551037,0.923742746,0.002098267,0.029878824,0.644398384,0.772908885
0,0.626544055,0.999099309,0.000398021,900000000,0.471058437,0.000691069,0.231096265,0.325776332,0.020463723,0.178696931,0.007725864,0.7469121,0.026006422,0.002078155,0.276034241,0.001804358,0.942045501,0.002284709,0.053100818,0.640119881,0.812973644
0,0.609737817,0.999111788,0.000115752,1440000000,0.495880828,0.001063106,0.213786821,0.331895027,0.023261793,0.184986049,0.022352129,0.839002275,0.106296004,0.014550059,0.277244487,0.022141515,0.943096297,0.002505647,0.021203559,0.637185003,0.830176405
0,0.60202655,0.998982376,0.000125928,577000000,0.473888428,0.000822082,0.196376151,0.325245809,0.019283997,0.177490385,0.012990027,0.819444466,0.007991229,0.000850943,0.277367591,0.01954728,0.937685848,0.00236163,0.020951194,0.628234571,0.812100285
1,0.599115006,0.998972554,8480000000,50900000,0.460246764,0.000842084,0,0.313185259,0.060529062,0.138624538,0.054445309,0.703730256,0.008266417,0.000221174,0.276486186,0.004139128,0.908947698,0.002083504,0.053089553,0.629328601,0.750430839
1,0.599987028,0.998908888,0.000162469,0,0.458983585,0.000943094,0,0.312690104,0.013581983,0.164565267,0.012308506,0.673325141,0.011060914,0.000415664,0.276849113,0.002469446,0.868460717,0.002162379,0.022401707,0.64648698,0.787081562
0,0.618868822,0.999014036,0.000360208,1120000000,0.46320928,0.000827083,0,0.322345618,0.02906968,0.16899178,0.012185127,0.697045111,0.02307052,0.000846474,0.276840068,0.001789653,0.908330179,0.002230174,0.055344203,0.641914018,0.796022666
0,0.601168942,0.998999939,9040000000,67900000,0.464459039,0.000672067,0.077032088,0.321284572,0.044133884,0.178206772,0.030321813,0.785427201,0.006430036,0.000386364,0.27729502,0.004558196,0.93747354,0.002348642,0.026124487,0.639589148,0.814102144
0,0.603475115,0.998943552,0.000183746,0,0.465754091,0.000728073,0.039983804,0.321036995,0.025061633,0.172091094,0.015951118,0.799890751,0.1099419,0.009212857,0.277113147,0.003881259,0.937101764,0.002269939,0.029797683,0.629533297,0.802923478
0,0.599107799,0.998995317,6190000000,0,0.463652148,0.000686069,0.093835408,0.320930891,0.080327299,0.172656662,0.033009709,0.826180808,0.009640278,0.000472725,0.277269769,0.007419448,0.934730337,0.002259819,0.040701109,0.643199374,0.803065744
0,0.614278096,0.998973363,0.000327251,1380000000,0.466757253,0.00059606,0,0.319763741,0.015427197,0.17669859,0.015572169,0.753131107,0.001818174,0.000354145,0.278683137,0.006032422,0.938233789,0.00231643,0.030237273,0.642934308,0.811257383
0,0.622702835,0.998997397,0.000435487,1090000000,0.463940683,0.000588059,0,0.319693004,0.011252779,0.163471835,0.010363821,0.752031074,0.034649948,0.002735428,0.285606868,0.007275602,0.927407109,0.002185512,0.044445132,0.650558827,0.784384879
0,0.607042477,0.999017386,0.000166517,0,0.463568271,0.000612061,0.544893208,0.319551531,0.021204834,0.170778976,0.031335282,0.784658594,0.042104213,0.003328671,0.277494884,0.00952709,0.930539498,0.002241368,0.026885666,0.634731523,0.797743521
0,0.60088067,0.998975443,0.000110202,849000000,0.467552402,0.000793079,0,0.320152791,0.025197755,0.169662921,0.026544071,0.821157204,0.055163022,0.007846192,0.277259971,0.019425772,0.932102119,0.002246707,0.022711197,0.632605929,0.798173898
0,0.598444774,0.998953142,9340000000,0,0.471709318,0.00079708,0,0.321426045,0.01553307,0.17031144,0.022898521,0.80096655,0.025434432,0.004185023,0.277134163,0.008970362,0.934363318,0.002295431,0.014152417,0.644374223,0.80137157
0,0.625326107,0.999135707,0.000342053,1040000000,0.469151087,0.000494049,0.302560988,0.324503077,0.022641681,0.182128045,0.026620449,0.773200226,0.004233507,0.000360167,0.277561367,0.00768929,0.932853038,0.002293237,0.053386544,0.643425083,0.815731085
0,0.604411998,0.998970821,0.000171489,968000000,0.461857192,0.000560056,0,0.317853859,0.003629929,0.175680567,0.015789551,0.746585922,0.054515238,0.005767471,0.275815177,0.00321636,0.942100288,0.002513785,0.009311912,0.645965104,0.811426301
0,0.61817697,0.999077471,0.000285622,0,0.46673209,0.000593059,0.235752607,0.322239513,0.022142565,0.18026544,0.014038747,0.801107925,0.049665261,0.004285039,0.277360374,0.011414784,0.945429866,0.002300537,0.042633752,0.659746972,0.81356776
0,0.600347367,0.999027208,4980000000,119000000,0.466916618,0.000654065,0.122178358,0.327120323,0.054494306,0.182022472,0.110150845,0.751569315,0.018552171,0.000935597,0.2943653,0.006619774,0.938496381,0.002420103,0.018240739,0.645890343,0.816256592
0,0.635718301,0.999062103,0.000582461,0,0.468025465,0.000566057,0.390120458,0.322982245,0.020811592,0.176525149,0.005278851,0.79592654,0.084808266,0.006379642,0.277374691,0.009266054,0.935180058,0.00225333,0.084879324,0.642674915,0.807572629
0,0.624317156,0.999098154,0.000362867,1100000000,0.487182842,0,0.216621115,0.3219212,0.011615772,0.175929417,0.019020901,0.775479414,0.008047887,0.003746093,0.277089004,0.009008054,0.94055514,0.002307992,0.023460446,0.631973383,0.806666538
0,0.608865795,0.999048353,0.00016536,107000000,0.468696476,0.001071107,0.29588015,0.324892127,0.04126019,0.181652967,0.029916426,0.855304513,0.13360494,0.010425035,0.277064873,0.004989384,0.937669899,0.002298718,0.043792261,0.642729946,0.813580403
0,0.620944378,0.999101736,0.000305627,0,0.471281548,0.000750075,0.281000101,0.331470609,0.032714733,0.180122163,0.006597829,0.76454758,0.051390454,0.003251376,0.277811069,0.005051334,0.937543557,0.002270799,0.058327857,0.649071687,0.809900026
0,0.610206258,0.999022817,0.000212424,0,0.460268572,0.000655066,0.250126531,0.312301054,0.030945143,0.174368449,0.014168001,0.736628546,0.09986268,0.003421582,0.276515318,0.001474996,0.939119704,0.002259442,0.022561731,0.601877719,0.799841684
0,0.60456334,0.99903079,0.000114018,815000000,0.463714216,0.00080108,0.244255491,0.32464455,0.049609026,0.175152703,0.024144059,0.741778104,0.008639337,0.000307647,0.275231457,0.003649804,0.932966188,0.00226804,0.030003088,0.638240962,0.802637951
0,0.619402125,0.999045118,0.000339624,165000000,0.464326514,0.000676068,0,0.319657636,0.007940469,0.165794435,0.009329789,0.732740421,0.014188683,0.001211042,0.276667209,0.003151635,0.9211574,0.002183842,0.028967961,0.642581731,0.78812564
0,0.626414333,0.999133049,0.000362173,866000000,0.471050049,0.00079808,0.353983197,0.326837377,0.01987386,0.179413317,0.008007873,0.739914837,0.033585921,0.002383786,0.276724586,0.001268551,0.941752414,0.002283234,0.04929908,0.64645324,0.811328898
0,0.609290996,0.999097923,0.000121765,1770000000,0.468896102,0.000943094,0.285453993,0.321956568,0.020191479,0.177550713,0.023145279,0.820765492,0.114842024,0.011028814,0.277201915,0.010387252,0.937410454,0.00234534,0.024983799,0.652728474,0.812826429
0,0.603590424,0.999001441,0.000119337,475000000,0.467102824,0.000852085,0.27320579,0.322522459,0.017574905,0.177354649,0.013471792,0.797277117,0.00884665,0.000701192,0.27746306,0.01227516,0.936300905,0.002379095,0.015704432,0.643606211,0.809661363
1,0.596945762,0.99893997,8270000000,0,0.462243024,0.000726073,0,0.318914904,0.01119228,0.157016816,0.025571729,0.715123509,0.005559438,0.000327499,0.276685938,0.004074255,0.920882488,0.002028516,0.01597916,0.642588261,0.777094466
1,0.597392583,0.998960422,693000000,136000000,0.461377419,0.000558056,0,0.317535545,0.038855362,0.167310158,0.0597976,0.662359963,0.020326853,0.000534161,0.276842241,0.002080107,0.91282594,0.002196441,0.020195192,0.643175577,0.791982245
1,0.601860794,0.998824769,0.000276602,115000000,0.458263926,0.00039904,0,0.30848129,0.045842975,0.072453058,0.048053112,0.692375034,0.210915212,0.00443736,0.276830357,0.001196316,0.841966378,0.002003273,0.203706253,0.705153031,0.525650952
1,0.595994465,0.998830778,0.000176577,0,0.459605949,0.000582058,0,0.31159369,0.041895428,0.140351406,0.053572845,0.676279736,0.04992772,0.001334543,0.276693295,0.003782286,0.915031112,0.002107568,0.06889951,0.625578881,0.746585997
0,0.618083282,0.999003636,0.000358011,1240000000,0.462571819,0.000708071,0,0.319799109,0.028086574,0.169836362,0.012696268,0.72385504,0.03029461,0.001421194,0.276698673,0.002335075,0.903544494,0.002234856,0.056916081,0.641708474,0.797585081
0,0.600736534,0.998996588,8720000000,67900000,0.462898937,0.000356036,0.170968722,0.320718681,0.062238154,0.174609758,0.034143619,0.76716291,0.016028416,0.000741401,0.278448389,0.007715431,0.936347817,0.002282743,0.028336349,0.645520639,0.804705531
0,0.604635408,0.998959959,0.000185943,0,0.467257157,0.000408041,0.495191821,0.31997595,0.021628326,0.16998718,0.014767269,0.820679032,0.099152341,0.013562296,0.277073197,0.006399612,0.942043664,0.00223773,0.03167794,0.643578809,0.797389747
0,0.597947506,0.998973941,6450000000,0,0.46743162,0.000476048,0,0.323052982,0.073294312,0.163690521,0.030950458,0.846880272,0.033919963,0.002357553,0.277177895,0.009219093,0.928823726,0.002192329,0.044972547,0.64865091,0.786042687
0,0.61047291,0.99898122,0.000258332,1430000000,0.467738607,0.000433043,0.109120356,0.31997595,0.015412073,0.172664203,0.019623107,0.755503983,0.00217961,0.00041714,0.277960916,0.006455221,0.934188186,0.002268437,0.031204175,0.643101871,0.802978469
0,0.619048992,0.999049393,0.000327251,679000000,0.462227926,0.000594059,0,0.318384381,0.016606924,0.17114094,0.015381226,0.756146613,0.041460898,0.002931636,0.27847921,0.004101669,0.931638648,0.002258968,0.040546409,0.64608157,0.802836624
0,0.605932631,0.998981682,0.000183978,0,0.460946294,0.000353035,0,0.316898918,0.022566057,0.166706885,0.029070399,0.756244703,0.038855129,0.002300669,0.279541457,0.005961083,0.929574206,0.002195138,0.026621944,0.628199794,0.790519359
0,0.600736534,0.998974172,0.000109045,764000000,0.464433876,0.000380038,0.097884401,0.319233218,0.026347233,0.170786517,0.030747764,0.834827305,0.091954131,0.010757686,0.277203541,0.015293242,0.933718216,0.002265075,0.019879244,0.660018284,0.800033865
0,0.595122443,0.998914665,7860000000,0,0.461806866,0.000428043,0,0.317853859,0.014897833,0.164278712,0.02198493,0.790630965,0.067773623,0.00550182,0.277294296,0.007058548,0.927521695,0.002062391,0.011845128,0.658205332,0.784318912
0,0.620396662,0.999079897,0.00031881,1170000000,0.46920309,0.000231023,0.294867902,0.322416354,0.024199525,0.176841867,0.028741389,0.800599525,0.004262318,0.000491576,0.277342234,0.014394528,0.932855984,0.002271218,0.050070674,0.641256767,0.808047123
0,0.604102106,0.998996935,0.000140498,1170000000,0.461714602,0.000314031,0,0.317677018,0.003947548,0.172151421,0.016544512,0.758027888,0.003930078,0.000652442,0.277649471,0.005745992,0.941790765,0.002430834,0.006372529,0.624860331,0.803444357
0,0.61242595,0.99903391,0.000236477,79800000,0.467585952,0.000382038,0.341937443,0.324396972,0.038053753,0.175944499,0.007960871,0.803408187,0.035977881,0.003293888,0.277295855,0.010543475,0.940692863,0.002256828,0.044735553,0.648863092,0.802988533
0,0.600635639,0.999038647,4300000000,84900000,0.471675767,0.000339034,0.236157506,0.329207045,0.065716835,0.189993213,0.123743078,0.781432705,0.027102603,0.001867644,0.277755684,0.01129289,0.942619685,0.002553258,0.016922462,0.63364113,0.827984673
0,0.636784906,0.999083826,0.00057772,0,0.472212576,0.000439044,0.285858893,0.325175073,0.02447177,0.180966745,0.005763553,0.799205296,0.082648357,0.007179283,0.277369796,0.011331101,0.939887837,0.002268783,0.099098533,0.642339578,0.818485753
0,0.623985644,0.999043038,0.000412013,1580000000,0.485862627,0,0.281101326,0.3234774,0.010330172,0.175529749,0.01890046,0.775306441,0.00494094,0.001634064,0.277079738,0.005839995,0.940056133,0.002293074,0.024625739,0.643965751,0.805047866
0,0.608865795,0.999072271,0.000141423,985000000,0.468478398,0.000313031,0.265816378,0.324715286,0.045661479,0.189088304,0.035741668,0.889190131,0.240895478,0.02003773,0.277067481,0.007241631,0.942446954,0.002365603,0.035397841,0.658426444,0.824062232
0,0.619330057,0.99906557,0.000316035,0,0.468595825,0.000448045,0.187974491,0.328959468,0.030733397,0.181275922,0.006700645,0.75648257,0.049102648,0.002605132,0.278728058,0.003798431,0.938416026,0.002292506,0.050330362,0.649363515,0.814382786
0,0.607539745,0.999009067,0.000183399,0,0.460344061,0.000554055,0.362992206,0.313963359,0.037025273,0.173772717,0.019167781,0.776495597,0.131184267,0.006221972,0.277560736,0.004902554,0.939490544,0.002251912,0.022670436,0.624275784,0.798860819
0,0.603900316,0.999034372,9960000000,0,0.462301737,0.000518052,0.130175119,0.320612577,0.052603718,0.180295604,0.02716684,0.731955277,0.021844578,0.00074002,0.27599967,0.004140792,0.935860147,0.002326798,0.023770793,0.640628617,0.809426008
0,0.618811168,0.998938237,0.000434446,2950000000,0.461971264,0.000677068,0,0.318101436,0.009029448,0.170447176,0.008416198,0.727951678,0.007775609,0.00063088,0.276700542,0.003393458,0.932608836,0.00225382,0.026763713,0.640421724,0.799686702
0,0.625599965,0.999143217,0.000338931,713000000,0.469864036,0.000429043,0.26500658,0.327438636,0.023972655,0.187225699,0.009112407,0.767330451,0.046968846,0.003094289,0.277139444,0.001239677,0.947071789,0.002344596,0.044004249,0.64750943,0.825485714
0,0.607164992,0.999074813,0.000111358,1410000000,0.493434992,0.000550055,0.276343759,0.3273679,0.020766217,0.177437599,0.018636077,0.85496143,0.184053794,0.032077489,0.27713075,0.019237007,0.937759735,0.002369599,0.021795989,0.696528896,0.813768817
0,0.602869744,0.99897163,0.000143389,560000000,0.471826745,0.000488049,0.257212268,0.322239513,0.01350636,0.178998567,0.01259639,0.809688727,0.023053227,0.00335386,0.277325312,0.020461252,0.937901496,0.002417257,0.016102206,0.647491713,0.813607337
1,0.604015624,0.998895484,0.000240524,0,0.454234502,0.000587059,0,0.299780717,0.040882073,0.155697157,0.035353906,0.765877741,0.004204832,0.000129901,0.278029061,0.003403023,0.920323044,0.002152243,0.058540223,0.642501061,0.769318031
0,0.617867078,0.999021893,0.000336271,1290000000,0.469852294,0.000314031,0,0.326165382,0.028918432,0.154596184,0.014499949,0.751703079,0.033954606,0.002461378,0.284430149,0.004569057,0.890634803,0.002168588,0.083284302,0.641105387,0.766035222
0,0.597904265,0.998972901,6490000000,102000000,0.465171989,0.000221022,0,0.324573813,0.068983771,0.171020285,0.039396031,0.771370284,0.014218391,0.000697069,0.278057962,0.007524489,0.935490858,0.002260198,0.024362035,0.642512082,0.800260527
0,0.605291226,0.998967817,0.000188603,0,0.4702549,0.000709071,0.086243547,0.321673622,0.023261793,0.16990423,0.016286004,0.836160279,0.149971409,0.019052443,0.27706123,0.006371399,0.942644715,0.002242248,0.031824876,0.654535945,0.798238385
0,0.596261116,0.998955453,5610000000,0,0.459959907,0.000286029,0,0.315024404,0.083019496,0.165138376,0.039375468,0.814059608,0.007362738,0.000290774,0.277521036,0.009295194,0.929281716,0.002195032,0.030866749,0.643250049,0.789635775
0,0.606213696,0.998957302,0.000213928,1410000000,0.470748094,0.000164016,0.051827108,0.321779727,0.018316016,0.175092376,0.023397911,0.75395297,0.004134722,0.000730884,0.278483529,0.006319834,0.935256306,0.002311605,0.023488075,0.638979903,0.807176089
0,0.619863359,0.999013111,0.000380213,900000000,0.46189913,0.000409041,0,0.31841975,0.01759003,0.169791117,0.017340599,0.724331437,0.059433657,0.002773648,0.276429135,0.004507675,0.932474784,0.002239141,0.039548182,0.64972539,0.798076143
0,0.601550902,0.998944476,0.000152871,0,0.463492782,0.000237024,0.164591558,0.319763741,0.026664852,0.169851444,0.033059648,0.773373941,0.038818966,0.003332368,0.277434248,0.006123523,0.929809936,0.002240798,0.022421382,0.638306147,0.797369558
0,0.598898802,0.998959844,9400000000,52600000,0.46497404,0.000225023,0,0.320258895,0.031716503,0.167815399,0.034466754,0.841506676,0.106420829,0.010249623,0.277170852,0.011644715,0.931455733,0.002214404,0.021372543,0.665599729,0.7939996
0,0.592499171,0.998880347,7090000000,0,0.461352256,0.000265027,0,0.317500177,0.018890754,0.164587889,0.029137964,0.792269445,0.056637187,0.00348276,0.277259133,0.004952264,0.926685637,0.002074156,0.013713405,0.650966462,0.783431474
0,0.620454316,0.999115486,0.000284003,985000000,0.474951981,0.000131013,0.229982792,0.327403268,0.028116823,0.184435563,0.030727201,0.802903455,0.006449691,0.000640552,0.277362917,0.01369509,0.937256539,0.002315932,0.051153897,0.643462713,0.821700552
0,0.602783263,0.998981567,0.000134485,1850000000,0.46834084,0.000269027,0.004858791,0.320435736,0.004446663,0.176917276,0.014432384,0.761156601,0.007233986,0.001215929,0.277574907,0.007312704,0.948081249,0.002454992,0.013596135,0.644655942,0.813863909
0,0.609672956,0.999004098,0.000222832,1410000000,0.471841843,0.000244024,0.124607754,0.329171677,0.038356247,0.172701908,0.00881571,0.799490482,0.035958446,0.002938003,0.27749266,0.014055454,0.941712687,0.002250929,0.045452689,0.653039507,0.801531632
0,0.596780005,0.998991966,2790000000,50900000,0.481529571,0.00020202,0.162769511,0.336280682,0.091927946,0.181532313,0.199726804,0.790800395,0.033977102,0.002893514,0.277469578,0.011516267,0.939097145,0.00246822,0.014721951,0.642833553,0.816487687
0,0.63760648,0.999098501,0.000576332,866000000,0.470897394,0.000181018,0.142322097,0.326306854,0.027935327,0.185257522,0.006224755,0.78204296,0.089059468,0.006775415,0.277535428,0.009126945,0.94295667,0.002287885,0.094118698,0.643971705,0.827878672
0,0.620526384,0.99902559,0.000372928,1820000000,0.485916308,0.337732773,0.642980059,0.321673622,0.009921805,0.170597994,0.019323473,0.773878309,0.008618155,0.003636405,0.277086184,0.00745438,0.939296757,0.002237972,0.02791587,0.644935309,0.797257394
0,0.602848124,0.999004907,0.000112283,781000000,0.459290573,0.000268027,0.191213686,0.315661031,0.055235416,0.182799186,0.04023912,0.873377522,0.059757415,0.005185381,0.277097628,0.008872115,0.942993144,0.002353544,0.032766466,0.595643463,0.819658694
0,0.619575088,0.999092145,0.000293254,0,0.476042374,0.000153015,0.263285758,0.340241918,0.031414009,0.186675213,0.005416918,0.768692026,0.042962938,0.002324688,0.277767556,0.00529967,0.941180331,0.002317477,0.047041326,0.643897954,0.820055304
0,0.605183125,0.998973825,0.000180855,441000000,0.462820093,0.000326033,0,0.322168777,0.042560915,0.175130081,0.021926178,0.783779498,0.151494276,0.008163779,0.277333628,0.004365083,0.941691237,0.002272696,0.023426242,0.645453115,0.801809219
0,0.602682368,0.999017617,9690000000,0,0.464199022,0.00030303,0.195161454,0.325245809,0.058577975,0.182980167,0.033200652,0.750246662,0.03245725,0.001167462,0.201019529,0.003860801,0.93727788,0.002345796,0.02618692,0.625098809,0.813709224
0,0.615928451,0.998878499,0.000448438,3310000000,0.460843965,0.000314031,0.006680838,0.317111127,0.009120196,0.172422894,0.008037249,0.737868245,0.01175541,0.00119364,0.276495476,0.004151114,0.934138241,0.002290731,0.023493047,0.634392846,0.804306892
0,0.622919039,0.99912473,0.000314416,645000000,0.474440334,0.00040204,0.237473428,0.327686213,0.024290273,0.185928663,0.010440198,0.780738836,0.085323515,0.007579698,0.277077656,0.001873647,0.943543262,0.002343222,0.045685949,0.637214049,0.826247035
0,0.605752461,0.999042576,0.000119684,2280000000,0.472068309,0.000272027,0.206498633,0.32153215,0.018512637,0.17470779,0.016468134,0.829889251,0.142006336,0.025052936,0.277152405,0.016857296,0.935067187,0.002348308,0.016083865,0.653365182,0.807092788
0,0.601089667,0.998949907,0.000136104,900000000,0.458341092,0.000249025,0.227350946,0.315837872,0.011918266,0.176600558,0.010672268,0.814712471,0.027913279,0.003340255,0.277364884,0.020319105,0.937744832,0.00238009,0.015570893,0.643484698,0.809635499
1,0.604858819,0.999059792,8960000000,2750000000,0.463858484,0.000984098,0.262273509,0.326908113,0.055462287,0.180544454,0.012146938,0.749584605,0.008967566,0.000344747,0.244752812,0.007306977,0.934494715,0.002291123,0.025392313,0.638275101,0.805041237
1,0.597652027,0.999009645,2420000000,407000000,0.461558592,0.000744074,0,0.31781849,0.018754632,0.169361285,0.049245774,0.729383528,0.012239141,0.001045663,0.276738445,0.002883633,0.931547845,0.002243898,0.006608918,0.647061435,0.796483203
0,0.607323542,0.999057135,0.000131826,679000000,0.466062756,0.000645065,0,0.322451722,0.020327601,0.18963879,0.032337,0.757691301,0.017114877,0.002472008,0.278074318,0.007785388,0.940010767,0.002639494,0.010715876,0.649292307,0.821649762
0,0.606120007,0.999064645,0.000104998,0,0.469666088,0.000671067,0,0.330904718,0.031202263,0.194329236,0.017881116,0.760386149,0.016781613,0.00164418,0.278081291,0.007293772,0.943071757,0.002599172,0.013676661,0.646035797,0.825518796
